Description,UPC,Promo_Price,Retail_Price,Manufacturer,Category,Count,Multiplier,Retailer,Predicted_List_Price
"Nature's Bounty Ginseng Complex Plus Royal Jelly Capsules, 75CT",7431211932.0,,14.79,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",75.0,1109.25,CVS,7.300722499999999
Nature's Bounty Red Yeast Rice Capsules 600mg,7431206212.0,,30.79,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",120.0,3694.8,CVS,15.756299999999987
"Nature's Bounty Milk Thistle Capsules 250mg, 200CT",7431204549.0,,43.99,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",200.0,8798.0,CVS,24.478599999999986
Nature's Bounty Cranberry Plus Vitamin C Softgels 4200mg,7431204349.0,,18.79,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",120.0,2254.8,CVS,9.19199642857143
Nature's Bounty Chromium Picolinate Tablets,7431202603.0,,14.99,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",50.0,749.5,CVS,7.772520000000001
"Nature's Bounty Co Q-10 Softgels 400mg, 30CT",7431202532.0,,62.49,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",39.0,2437.11,CVS,34.505200000000016
Nature's Bounty Co Q-10 Softgels 200mg,7431202099.0,,51.79,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",45.0,2330.55,CVS,31.49987500000002
"Nature's Bounty Flush Free Niacin Capsules 500mg, 120CT",7431201976.0,,33.49,BOUNTIFUL CO,VITAMINS,120.0,4018.8,CVS,19.437900000000017
Nature's Bounty Milk Thistle 1000mg Rapid Release Softgels,7431201947.0,,12.49,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",50.0,624.5,CVS,7.237816666666664
"Nature's Bounty Gentle Iron Capsules, 28 Mg, 90 CT",7431201603.0,,10.49,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",90.0,944.1,CVS,6.011011111111112
"Nature's Bounty Pure Vitamin C Tablets 500mg, 100CT",7431201510.0,,9.79,BOUNTIFUL CO,VITAMINS,100.0,979.0,CVS,4.8685
"Nature's Bounty Vitamin B-12 Tablets 1000mcg, 100CT",7431201380.0,,16.79,BOUNTIFUL CO,VITAMINS,100.0,1679.0,CVS,8.941149999999999
"Nature's Bounty Hair Skin and Nails Gummy Vitamins with Biotin and Collagen, 140 CT",7431201281.0,,17.79,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",140.0,2490.6,CVS,9.014825000000004
Nature's Bounty Advanced Immune Vitamin D3 with Magnesium Citrate Softgels. 90 CT,7431201136.0,,16.99,BOUNTIFUL CO,VITAMINS,90.0,1529.1,CVS,11.625649999999998
"Nature's Bounty Pure Vitamin C Caplets, 1000 Mg, 300 CT",7431200993.0,,42.99,BOUNTIFUL CO,VITAMINS,300.0,12897.0,CVS,24.16259999999997
"NB E OIL 30,000 IU",7431200810.0,,13.49,BOUNTIFUL CO,SKIN CARE - HAND & BODY,2.5,33.725,CVS,8.080283333333332
"Nature's Bounty Sleep3 Tri-Layer Capsules, 30 CT",7431200525.0,,13.79,BOUNTIFUL CO,SLEEPING REMEDIES,30.0,413.7,CVS,7.679999999999998
"Nature's Bounty Optimal Solutions Hair, Skin & Nails Softgels",7431200038.0,,6.49,BOUNTIFUL CO,VITAMINS,30.0,194.7,CVS,4.061199999999999
"Softsoap Liquid Hand Soap, Aquarium",7418226800.0,,2.39,COLGATE-PALM,SOAP,7.5,17.925,CVS,2.299667629347775
"Sally Hansen Miracle Gel Nail Color, Slate-r Girl",7417043810.0,6.39,12.79,P&G-FAMILY,COSMETICS - NAILS,1.0,12.79,CVS,9.370614444444461
"Sally Hansen Miracle Gel Nail Color, Mintage",7417043711.0,,12.79,P&G-FAMILY,COSMETICS - NAILS,1.0,12.79,CVS,7.808852294372294
"Sally Hansen Miracle Gel Nail Color, Boho a Go-Go",7417043709.0,,12.79,P&G-FAMILY,COSMETICS - NAILS,1.0,12.79,CVS,7.808852294372294
"Sally Hansen Miracle Gel Nail Color, Totem-ly Yours",7417043703.0,,12.79,P&G-FAMILY,COSMETICS - NAILS,1.0,12.79,CVS,7.808852294372294
"Sally Hansen Hard As Nails Xtreme Wear Nail Color, Mauve Over",7417042880.0,,4.59,S.C. JOHNSON,COSMETICS - NAILS,1.0,4.59,CVS,2.3660069372294386
"Sally Hansen Hard As Nails Xtreme Wear Nail Color, Babe Blue",7417042876.0,,4.59,S.C. JOHNSON,COSMETICS - NAILS,1.0,4.59,CVS,2.3660069372294386
"Sally Hansen Hard As Nails Xtreme Wear Nail Color, Tickled Pink",7417042872.0,,4.59,S.C. JOHNSON,COSMETICS - NAILS,1.0,4.59,CVS,2.3660069372294386
"Sally Hansen Hard As Nails Xtreme Wear Nail Color, Bare it All",7417042871.0,,4.59,S.C. JOHNSON,COSMETICS - NAILS,1.0,4.59,CVS,2.3660069372294386
"Sally Hansen Miracle Gel Nail Color, Hunger Flames",7417042333.0,6.39,12.79,P&G-FAMILY,COSMETICS - NAILS,1.0,12.79,CVS,9.370614444444461
"Sally Hansen Miracle Gel Nail Color, Red Eye",7417042325.0,,12.79,P&G-FAMILY,COSMETICS - NAILS,1.0,12.79,CVS,7.808852294372294
"Sally Hansen Miracle Gel Nail Color, Get Mod",7417042323.0,,12.79,P&G-FAMILY,COSMETICS - NAILS,1.0,12.79,CVS,7.808852294372294
"Sally Hansen Miracle Gel Nail Color, Sugar Fix",7417042315.0,,12.79,P&G-FAMILY,COSMETICS - NAILS,1.0,12.79,CVS,7.808852294372294
"Sally Hansen Miracle Gel Nail Color, Tidal Wave",7417042314.0,9.59,12.79,P&G-FAMILY,COSMETICS - NAILS,1.0,12.79,CVS,9.976035346320343
"Sally Hansen Miracle Gel Nail Color, Street Flair",7417042305.0,,12.79,P&G-FAMILY,COSMETICS - NAILS,1.0,12.79,CVS,7.808852294372294
"Sally Hansen Miracle Gel Nail Color, Greyfitti",7417042304.0,9.59,12.79,P&G-FAMILY,COSMETICS - NAILS,1.0,12.79,CVS,9.976035346320343
"Sally Hansen Miracle Gel Nail Color, Birthday Suit",7417042289.0,,12.79,PROCTER&GMBL,COSMETICS - NAILS,0.4,5.116,CVS,7.443046031746029
"Sally Hansen Hard As Nails Xtreme Wear Nail Color, Jazzy Jade",7417041551.0,,4.59,S.C. JOHNSON,COSMETICS - NAILS,1.0,4.59,CVS,2.3660069372294386
"Sally Hansen Hard As Nails Xtreme Wear Nail Color, Pucker Up",7417041549.0,,4.59,S.C. JOHNSON,COSMETICS - NAILS,1.0,4.59,CVS,2.3660069372294386
"Sally Hansen Hard As Nails Xtreme Wear Nail Color, Golden-I",7417038478.0,2.29,4.59,O-CEDAR,COSMETICS - NAILS,1.0,4.59,CVS,3.6956289682539665
"Sally Hansen Hard As Nails Xtreme Wear Nail Color, Red Carpet",7417034656.0,,4.59,S.C. JOHNSON,COSMETICS - NAILS,1.0,4.59,CVS,2.3660069372294386
"Sally Hansen Hard As Nails Xtreme Wear Nail Color, White On",7417034646.0,,4.59,O-CEDAR,COSMETICS - NAILS,1.0,4.59,CVS,2.395948452380953
"Sally Hansen Hard As Nails Xtreme Wear Nail Color, Disco Ball 180",7417034633.0,,4.59,O-CEDAR,COSMETICS - NAILS,180.0,826.2,CVS,2.563381666666669
"Sally Hansen Hard As Nails Xtreme Wear Nail Color, Sun Kissed",7417034629.0,,4.59,O-CEDAR,COSMETICS - NAILS,1.0,4.59,CVS,2.395948452380953
"Sally Hansen Hard As Nails Xtreme Wear Nail Color, Rockstar Pink",7417034628.0,2.29,4.59,O-CEDAR,COSMETICS - NAILS,1.0,4.59,CVS,3.6956289682539665
Sally Hansen Airbrush Legs Spray,7417030599.0,,15.79,DEL LABS,SKIN CARE - HAND & BODY,1.0,15.79,CVS,8.517999999999999
Conair Curls on the Go Instant Heat Compact Hot Rollers,7410813479.0,,21.79,CONAIR CORP,ZZZELECTRICAL & AUDIO,1.0,21.79,CVS,11.872799999999991
Conair Curls 'n Curls Curling Iron,7410812102.0,,12.79,CONAIR CORP,ZZZELECTRICAL & AUDIO,1.0,12.79,CVS,6.905530555555556
Conair Infiniti Tourmaline Ceramic Flat Iron,7410809425.0,,48.79,CONAIR CORP,ZZZELECTRICAL & AUDIO,1.0,48.79,CVS,24.6215888214125
Conair Instant Heat Plus Tourmaline Ceramic Flat Iron,7410808709.0,,25.49,CONAIR CORP,ZZZELECTRICAL & AUDIO,1.0,25.49,CVS,13.312933333333337
"Purell Soothing Gel Hand Sanitizer, 24 OZ",7385229356.0,,8.29,GOJO INDUSTR,SOAP,24.0,198.96,CVS,4.787300714285718
"Purell Hand Sanitizing Wipes, 40 CT",7385205871.0,,4.29,GOJO INDUSTR,SOAP,40.0,171.6,CVS,2.207015
"Purell Advanced Soothing Gel Hand Sanitizer, 2 OZ",7385202390.0,,2.29,GOJO INDUSTR,SOAP,2.0,4.58,CVS,1.8090591503267968
"Purell Advanced Refreshing Hand Sanitizer Gel, 2 OZ",7385202388.0,,2.29,GOJO INDUSTR,SOAP,2.0,4.58,CVS,1.8090591503267968
Omron Max Power Relief TENS Therapy Pain Relief,7379633032.0,,70.99,OMRON,PAIN - ANALGESIC (EXTERNAL),1.0,70.99,CVS,37.51251666666667
Omron Electrotherapy Tens Long-life Pads,7379626142.0,,31.99,OMRON,PAIN - ANALGESIC (EXTERNAL),1.0,31.99,CVS,18.22446666666667
"Tampax Pearl Tampons with LeakGaurd Braid, Unscented, Jumbo, 47 CT",7301071830.0,,12.79,PROCTER&GMBL,FEMININE NEEDS - SANITARY NAPKINS/TAMPONS,47.0,601.13,CVS,8.26115833333334
"L. Organic Cotton Tampons Light, 30 CT ",7301071650.0,,10.99,PROCTER&GMBL,FEMININE NEEDS - SANITARY NAPKINS/TAMPONS,30.0,329.7,CVS,6.699105277777777
"Tampax Pearl Tampons with LeakGuard Braid, Unscented, Light",7301071449.0,,6.79,PROCTER&GMBL,FEMININE NEEDS - SANITARY NAPKINS/TAMPONS,18.0,122.22,CVS,4.535596666666658
"Tampax Pocket Radiant Super Unscented Compact Tampons, 16 CT",7301071318.0,,6.79,PROCTER&GMBL,FEMININE NEEDS - SANITARY NAPKINS/TAMPONS,14.0,95.06,CVS,4.234469603174604
"L. Organic Cotton Super Tampons, 30 CT",7301063172.0,,10.99,P&G-HEALTH,FEMININE NEEDS - SANITARY NAPKINS/TAMPONS,30.0,329.7,CVS,6.1409486111111065
"NIVEA Men Maximum Hydration Moisturizing Post Shave Balm, 3.3  OZ",7214081300.0,,9.99,BEIERSDORF,SKIN CARE - FACIAL,3.3,32.967,CVS,5.876236179653679
"Eucerin Sensitive Skin Redness Relief Soothing Cleanser, 6.8 OZ",7214063474.0,,11.99,BEIERSDORF,SKIN CARE - FACIAL,6.8,81.532,CVS,6.452425238095236
"Eucerin Daily Protection Moisturizing Sunscreen Face Lotion SPF 30, 4 OZ",7214063429.0,,13.49,BEIERSDORF,SKIN CARE - FACIAL,4.0,53.96,CVS,7.7817604761904775
"Coppertone Every Tone Sunscreen Lotion for Face, SPF 55",7214003842.0,,13.99,BEIERSDORF,SUN CARE,2.0,27.98,CVS,8.162327142857142
Coppertone Sport Face Sunscreen Lotion SPF 60+,7214003826.0,,12.99,BEIERSDORF,SUN CARE,2.5,32.475,CVS,7.6186210606060625
"Eucerin Sun Tinted Age Defense Face Sunscreen Lotion, SPF 50",7214003814.0,,19.99,BEIERSDORF,SKIN CARE - FACIAL,2.5,49.975,CVS,12.341976785714289
"Eucerin Sun Advanced Hydration Sunscreen Spray, SPF 30",7214003768.0,,18.49,BEIERSDORF,SUN CARE,6.0,110.94,CVS,10.896642499999999
Eucerin Face Gentle Cleansing Hydrating Cleansing Gel,7214003628.0,,15.49,BEIERSDORF,SKIN CARE - FACIAL,13.5,209.115,CVS,8.674551282051281
"Eucerin Face Immersive Hydration Moisture Boost Serum, 1 OZ",7214003623.0,,23.99,BEIERSDORF,SKIN CARE - FACIAL,1.0,23.99,CVS,14.43141666666668
"Eucerin Face Immersive Hydration Night Cream, 1.7 OZ",7214003622.0,,25.49,BEIERSDORF,SKIN CARE - FACIAL,2.5,63.725,CVS,13.481700000000004
Eucerin Face Immersive Hydration Daily Lotion Broad Spectrum SPF 30 Sunscreen,7214003621.0,,25.49,BEIERSDORF,SKIN CARE - FACIAL,2.5,63.725,CVS,13.481700000000004
"Eucerin Advanced Hydration After Sun Lotion, 6.8 OZ",7214003614.0,,11.99,BEIERSDORF,SUN CARE,6.8,81.532,CVS,7.6476906926406905
Aquaphor Lip Repair Stick plus Sunscreen,7214003464.0,,6.79,BEIERSDORF,UPPER RESPIRATORY - EXTERNAL,0.17,1.1543,CVS,3.8426249999999986
"NIVEA Nourishing Skin Firming Body Lotion w/ Q10 and Vitamin C, 16.9 OZ",7214002421.0,,11.99,BEIERSDORF,SKIN CARE - HAND & BODY,16.9,202.631,CVS,7.1590125
"NIVEA Cocoa Butter Body Cream, 15.5 OZ",7214002139.0,,9.99,BEIERSDORF,SKIN CARE - HAND & BODY,15.5,154.845,CVS,6.429042713120212
"Eucerin Baby Wash and Shampoo, 13.5 OZ",7214001984.0,,11.49,BEIERSDORF,BABY PRODUCTS,13.5,155.115,CVS,6.800741666666668
"Eucerin Baby Eczema Relief Flare-Up Treatment, 2 OZ",7214001522.0,,12.79,BEIERSDORF,BABY PRODUCTS,2.0,25.58,CVS,7.123622222222224
"Eucerin Baby Eczema Relief Body Creme, 5 OZ",7214001521.0,,11.49,BEIERSDORF,BABY PRODUCTS,5.0,57.45,CVS,6.6549860714285725
"NIVEA Essentially Enriched Body Lotion, 2.5 OZ",7214001302.0,,4.19,BEIERSDORF,SKIN CARE - HAND & BODY,2.5,10.475,CVS,2.5586399999999987
Thick-It Instant Food Thickener Regular Strength,7205861079.0,,24.99,PRECISION,WT CTL/NUTRITION - LIQ/POWDER,36.0,899.64,CVS,13.218133333333329
Mane 'n Tail Original Formula Shampoo,7140954364.0,6.99,8.99,STRGHT ARROW,HAIR CARE - SHAMPOO/CONDITIONER,32.0,287.68,CVS,4.898699999999995
"L'Oreal Paris Colour Riche Intense Volume Matte Lipstick, Le Nude Rebellious",7124968216.0,,14.79,MABIS HEALTH,LIP CARE PRODUCTS,1.0,14.79,CVS,9.976572499999987
"L'Oreal Paris Colour Riche Intense Volume Matte Lipstick, Le Nude Assertive",7124968213.0,,14.79,MABIS HEALTH,LIP CARE PRODUCTS,1.0,14.79,CVS,9.976572499999987
"L'Oreal Paris EverPure Sulfate Free Bond Strengthening Concentrate, 5.1 OZ",7124967295.0,,12.99,LOREAL,HAIR CARE - STYLING,5.1,66.249,CVS,7.43510436507936
"L'Oreal Paris EverPure Sulfate Free 21-in-1 Color Caring Leave-In Spray, 6.8 OZ",7124965027.0,,13.99,LOREAL,HAIR CARE - STYLING,6.8,95.132,CVS,7.706473809523808
"L'Oreal Paris Colour Riche Original Satin Lipstick for Moisturized Lips, Organza",7124941578.0,,10.49,S.C. JOHNSON,LIP CARE PRODUCTS,1.0,10.49,CVS,7.147178333333334
"L'Oreal Paris Colour Riche Original Satin Lipstick for Moisturized Lips, Montmartre",7124941575.0,,10.49,S.C. JOHNSON,LIP CARE PRODUCTS,1.0,10.49,CVS,7.147178333333334
"L'Oreal Paris EverPure Sulfate Free Bond Strengthening Conditioner, 6.8 OZ",7124940692.0,,10.49,LOREAL,HAIR CARE - SHAMPOO/CONDITIONER,6.8,71.332,CVS,5.730875238095238
"L'Oreal Paris EverPure Sulfate Free Bond Strengthening Shampoo, 6.8 OZ",7124940691.0,,10.49,LOREAL,HAIR CARE - SHAMPOO/CONDITIONER,6.8,71.332,CVS,5.730875238095238
"L'Oreal Paris Elnett Satin Extra Strong Hold Hair Spray, Unscented, 2.2 OZ",7124939537.0,,8.29,LOREAL,HAIR CARE - STYLING,2.2,18.238,CVS,4.458893809523811
"L'Oreal Paris Revitalift Bright Reveal SPF 30 Moisturizer, 1 OZ",7124931504.0,,23.49,LOREAL,SKIN CARE - FACIAL,1.0,23.49,CVS,12.494299999999992
"L'Oreal Paris Superior Preference Fade-Defying Shine Permanent Hair Color, 5 Medium Brown",7124925306.0,,12.99,LOREAL,HAIR CARE - COLORING,5.0,64.95,CVS,8.76824253132624
"L'Oreal Paris Superior Preference Fade-Defying Shine Permanent Hair Color, 5CB Medium Chestnut Brown",7124915828.0,,12.99,LOREAL,HAIR CARE - COLORING,1.0,12.99,CVS,8.663426266340453
"L'Oreal Paris Superior Preference Fade-Defying Shine Permanent Hair Color, 1.0 Ultimate Black",7124915494.0,,12.99,LOREAL,HAIR CARE - COLORING,1.0,12.99,CVS,8.663426266340453
"L'Oreal Paris Colour Riche Lip Color, Caramel Latte",7124908340.0,,10.49,LOREAL,COSMETICS-LIP,1.0,10.49,CVS,5.172300000000007
"L'Oreal Paris Colour Riche Lip Color, Fairest Nude",7124908329.0,,10.49,LOREAL,COSMETICS-LIP,1.0,10.49,CVS,5.172300000000007
L'Oreal Paris Colour Riche Liner,7124908114.0,,10.79,LOREAL,COSMETICS-LIP,1.0,10.79,CVS,4.796771428571436
"L'Oreal Paris Colour Riche Liner, Timeless Coral",7124908113.0,,10.79,LOREAL,COSMETICS-LIP,1.0,10.79,CVS,4.796771428571436
"L'Oreal Paris Colour Riche Liner, All About Pink",7124904752.0,,10.79,LOREAL,COSMETICS-LIP,1.0,10.79,CVS,4.796771428571436
"L'Oreal Paris Colour Riche Liner, Toffee To Be",7124904627.0,,10.79,LOREAL,COSMETICS-LIP,1.0,10.79,CVS,4.796771428571436
"L'Oreal Paris Colour Riche Liner, Nudes For Life",7124904626.0,,10.79,LOREAL,COSMETICS-LIP,1.0,10.79,CVS,4.796771428571436
"L'Oreal Paris Colour Riche Liner, Truly Burgundy",7124904623.0,,10.79,LOREAL,COSMETICS-LIP,1.0,10.79,CVS,4.796771428571436
"L'Oreal Paris Colour Riche Liner, Lasting Plum",7124904621.0,,10.79,LOREAL,COSMETICS-LIP,1.0,10.79,CVS,4.796771428571436
"L'Oreal Paris Colour Riche Liner, Eternal Mauve",7124904620.0,8.63,10.79,LOREAL,COSMETICS-LIP,1.0,10.79,CVS,4.826300000000007
"L'Oreal Paris Colour Riche Liner, Forever Rose",7124904619.0,,10.79,LOREAL,COSMETICS-LIP,1.0,10.79,CVS,4.796771428571436
"L'Oreal Paris Colour Riche Lip Color, Spice",7124904602.0,,10.49,LOREAL,COSMETICS-LIP,1.0,10.49,CVS,5.172300000000007
"L'Oreal Paris Colour Riche Lip Color, Sunwash",7124904601.0,,10.49,LOREAL,COSMETICS-LIP,1.0,10.49,CVS,5.172300000000007
"L'Oreal Paris Colour Riche Lip Color, Brazil Nut",7124904599.0,,10.49,LOREAL,COSMETICS-LIP,1.0,10.49,CVS,5.172300000000007
L'Oreal Paris Colour Riche Lip Color,7124904570.0,,10.49,LOREAL,COSMETICS-LIP,1.0,10.49,CVS,5.172300000000007
"L'Oreal Paris True Match Super Blendable Powder, C6 Soft Sable",7124903359.0,,13.79,LOREAL,COSMETICS-FACIAL,0.33,4.5507,CVS,6.9585804597701175
"HASK Keratin Smooth Smoothing Conditioner, 12 OZ",7116434327.0,,6.99,INSPIRED BTY,HAIR CARE - SHAMPOO/CONDITIONER,12.0,83.88,CVS,4.045556666666661
"HASK Argan Oil Repairing Conditioner, 12 OZ",7116434326.0,,6.99,INSPIRED BTY,HAIR CARE - SHAMPOO/CONDITIONER,12.0,83.88,CVS,4.045556666666661
"HASK Keratin Smooth Smoothing Shampoo, 12 OZ",7116434317.0,,6.99,INSPIRED BTY,HAIR CARE - SHAMPOO/CONDITIONER,12.0,83.88,CVS,4.045556666666661
"HASK Argan Oil Repairing Shampoo, 12 OZ",7116434316.0,,6.99,INSPIRED BTY,HAIR CARE - SHAMPOO/CONDITIONER,12.0,83.88,CVS,4.045556666666661
Hask Monoi Coconut Oil Nourishing Deep Conditioner,7116433308.0,,2.89,INSPIRED BTY,HAIR CARE - SHAMPOO/CONDITIONER,1.75,5.0575,CVS,1.9692644444444445
HASK Argan Oil Reparing Deep Conditioner,7116433306.0,,2.89,INSPIRED BTY,HAIR CARE - SHAMPOO/CONDITIONER,1.75,5.0575,CVS,1.9692644444444445
HASK Keratin Oil Smoothing Hair Oil,7116432317.0,,2.99,INSPIRED BTY,HAIR CARE - STYLING,0.63,1.8837,CVS,2.0851944444444452
"Jhirmack Silver Brightening Ageless Shampoo, 12 OZ",7116408800.0,,6.49,INSPIRED BTY,HAIR CARE - SHAMPOO/CONDITIONER,12.0,77.88,CVS,3.835306666666662
HASK Argan Oil Repairing Hair Oil,7116402985.0,,2.99,INSPIRED BTY,HAIR CARE - STYLING,0.63,1.8837,CVS,2.0851944444444452
GUM Soft-Picks Advanced,7094230697.0,,6.59,SUNSTAR,ORAL CARE - DENTAL ACCESSORIES,60.0,395.4,CVS,3.5090333333333343
"Gum Comfort Slide Flossers, Fresh Mint",7094230688.0,,5.49,SUNSTAR,ORAL CARE - DENTAL ACCESSORIES,120.0,658.8,CVS,2.803870000000002
"GUM Supreme Toothbrush 2 Pack, Soft",7094212705.0,,4.29,SUNSTAR,ORAL CARE - DENTAL ACCESSORIES,2.0,8.58,CVS,2.3311400000000004
"GUM Supreme Toothbrush 2 Pack, Medium",7094212698.0,,4.29,SUNSTAR,ORAL CARE - DENTAL ACCESSORIES,2.0,8.58,CVS,2.3311400000000004
"GUM Crayola Metallic Marker Children’s Toothbrush w/Suction Cup Base, Age 5+, 3 CT",7094212687.0,,4.99,SUNSTAR,ORAL CARE - DENTAL ACCESSORIES,3.0,14.97,CVS,2.6591916666666693
"GUM Crayola Sticker it! Power Toothbrush for ages 3+, Soft Bristle, 1 CT",7094212612.0,,8.99,SUNSTAR,ORAL CARE - DENTAL ACCESSORIES,1.0,8.99,CVS,4.8875466666666645
"Sunstar GUM Technique Deep Clean Brush with Soft-Picks, 2CT",7094212589.0,,4.99,SUNSTAR,ORAL CARE - DENTAL ACCESSORIES,2.0,9.98,CVS,2.8066694444444464
"GUM Soft-Picks Advanced Tight Dental Picks, 60 CT",7094200554.0,,6.59,SUNSTAR,ORAL CARE - DENTAL ACCESSORIES,60.0,395.4,CVS,3.5090333333333343
"GUM Barbie Ultra Soft Training Toothbrush, ages 3+, 2 CT",7094200443.0,,3.99,SUNSTAR,ORAL CARE - DENTAL ACCESSORIES,2.0,7.98,CVS,2.2897500000000006
"SKYN Elite Non-Latex Condom, 22 CT",7090725415.0,,27.79,LIFESTYLES,CONTRACEPTIVES,22.0,611.38,CVS,13.572233333333338
"Neutrogena Rapid Wrinkle Repair Retinol Face Serum Capsules, Fragrance Free, 7 CT",7050119431.0,,15.49,KENVUE,SKIN CARE - FACIAL,7.0,108.43,CVS,9.777946666666669
"Neutrogena T/Sal Therapeutic Shampoo, 4.5 OZ",7050109650.0,,9.49,VOGUE INT,HAIR CARE - SHAMPOO/CONDITIONER,4.5,42.705,CVS,5.975026250000006
Neutrogena Daily Facial Moisturizer,7050106768.0,,14.79,KENVUE,SKIN CARE - HAND & BODY,3.4,50.286,CVS,8.017559999999994
Neutrogena Hydro Boost Water Gel Moisturizer,7050106647.0,,14.79,KENVUE,SKIN CARE - FACIAL,0.05,0.7395,CVS,8.059534999999995
Neutrogena Gentle Foaming Facial Cleanser 1 Sachet Refill,7050106640.0,,7.79,KENVUE,SKIN CARE - FACIAL,1.0,7.79,CVS,4.4242
Neutrogena Gentle Foaming Facial Cleanser Kit,7050106636.0,,20.99,KENVUE,SKIN CARE - FACIAL,8.0,167.92,CVS,12.79108055555556
"Neutrogena Fragrance Free Hydro Boost Water Face Cream, 1.7 OZ",7050106486.0,,30.79,KENVUE,SKIN CARE - FACIAL,1.7,52.343,CVS,18.073383333333354
NEUTROGENA Hydro Boost Water Gel,7050106482.0,,26.79,KENVUE,SKIN CARE - FACIAL,1.7,45.543,CVS,17.307600000000008
"BIC Comfort 3 Advance Disposable Razors, Men, 4 CT",7033071397.0,,6.19,BIC CORPORAT,SHAVE - RAZORS,4.0,24.76,CVS,4.028400000000001
"BIC Comfort 8 Disposable Razors With 3 Blades, Men, 8 CT",7033071279.0,,7.29,BIC CORPORAT,SHAVE - RAZORS,8.0,58.32,CVS,4.664700000000002
Ensure Plant-Based Protein Nutrition Shake,7007467451.0,,14.99,ABBOTT NUTR,WT CTL/NUTRITION - LIQ/POWDER,11.0,164.89,CVS,9.408583333333333
"Pediasure Grow & Gain Strawberry Nutritional Shake, 6 PK",7007458056.0,,16.99,ABBOTT NUTR,WT CTL/NUTRITION - LIQ/POWDER,8.0,135.92,CVS,10.808359926470594
"Similac Alimentum Ready-to-Feed Baby Formula, 8-fl-oz Can, Pack of 6",7007457886.0,,16.99,ABBOTT NUTR,BABY PRODUCTS,8.0,135.92,CVS,12.707218750000003
"Ensure Original Nutrition Shake, 6 CT, Coffee Latte",7007456016.0,,12.49,ABBOTT NUTR,WT CTL/NUTRITION - LIQ/POWDER,6.0,74.94,CVS,7.780483333333337
"Ensure Original Nutrition Shake, 6 CT, Dark Chocolate",7007453807.0,,12.49,ABBOTT NUTR,WT CTL/NUTRITION - LIQ/POWDER,6.0,74.94,CVS,7.780483333333337
"Ensure Original Nutrition Shake, 6 CT",7007440711.0,,12.49,ABBOTT NUTR,WT CTL/NUTRITION - LIQ/POWDER,8.0,99.92,CVS,7.8184333333333385
"Ensure Original Nutrition Shake, 6 CT, Strawberry",7007440705.0,,12.49,ABBOTT NUTR,WT CTL/NUTRITION - LIQ/POWDER,6.0,74.94,CVS,7.780483333333337
Pinaud Clubman After Shave Lotion,7006604030.0,,9.79,AII,SHAVE - CREAMS,6.0,58.74,CVS,4.985560000000003
"Clairol Nice'n Easy Root Touch-Up Permanent Hair Color, 6.5G Lightest Golden Brown",7001804400.0,,9.99,COTY,HAIR CARE - COLORING,6.5,64.935,CVS,5.8398760803085805
"Clairol Nice'n Easy Root Touch-Up Permanent Hair Color, 4A Dark Ash Brown",7001800002.0,,9.99,COTY,HAIR CARE - COLORING,4.0,39.96,CVS,5.823407543290043
"Oral-B Kid's Color Changing Power Toothbrush, 3+ years",6905588621.0,,34.99,PROCTER&GMBL,ORAL CARE - DENTAL ACCESSORIES,1.0,34.99,CVS,20.45736666666668
"Oral-B Kids Color-Changing Battery Toothbrush, Extra Soft Bristle",6905513787.0,,19.99,PROCTER&GMBL,ORAL CARE - DENTAL ACCESSORIES,1.0,19.99,CVS,11.146067006604506
"Oral-B Glide Scope Outlast Floss Picks, 75 CT",6830568631.0,,3.89,PROCTER&GMBL,ORAL CARE - DENTAL ACCESSORIES,75.0,291.75,CVS,2.4884749999999976
K-Y Warming Jelly Personal Lubricant,6798108947.0,,12.99,RECKITT,SEXUAL WELLNESS,2.5,32.475,CVS,7.336339285714287
"K-Y Warming Liquid Personal Lubricant, 2.5 OZ",6798108711.0,,12.99,RECKITT,SEXUAL WELLNESS,2.5,32.475,CVS,7.336339285714287
"Arm & Hammer Spinbrush ProClean Replacement Heads, Soft",6687800080.0,,11.49,CHURCH/DWIGH,ORAL CARE - DENTAL ACCESSORIES,2.0,22.98,CVS,6.417745238095241
"Mucinex Sinus-Max Severe Congestion & Pain Liquid Gels, 16 CT",6382469216.0,,18.49,RECKITT,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,16.0,295.84,CVS,12.226674999999991
"Mucinex Children's Nighttime Multi-Symptom Cold Relief Liquid, Very Berry, 4 OZ",6382460064.0,,16.49,RECKITT,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,4.0,65.96,CVS,8.386939563492065
